Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,Crop,Yield,drought_index
95.0,16.0,55.0,25.26931156,87.55055105,6.612847999,40.12650421,Watermelon,8.648396877031582,0.6297411661244384
99.0,15.0,27.0,27.0424167,57.27927475,6.501157208,165.6872119,Coffee,6.90875477931522,0.16321366258905504
53.0,67.0,17.0,31.77681682,69.01852894,7.296972161,61.46892873,Blackgram,9.210440366976517,0.5169573875999843
100.0,17.0,48.0,29.72791119,94.29753295,6.367800632,26.52364146,Muskmelon,7.259116128097101,1.1208080618803509
81.0,30.0,31.0,24.65090184,51.93952357,7.027585559,135.1386537,Coffee,7.467942332285852,0.18241192407391787
85.0,21.0,47.0,29.87331077,90.60932469,6.186770318,24.69720481,Muskmelon,6.398594934535208,1.209582662804349
35.0,138.0,200.0,21.19909519,90.80819418,5.67130617,103.6838922,Apple,6.85751406254539,0.204458906182492
102.0,73.0,52.0,27.9122104,83.36307683,6.356090905,90.24211529,Banana,6.55250788703459,0.30930359186737727
66.0,53.0,19.0,23.09348056,60.1159381,6.033550195,65.49730729,Maize,7.972810784121404,0.35258671710310147
110.0,15.0,48.0,28.57819995,92.86597437,6.212567211,27.5987178,Muskmelon,8.006700845440367,1.0354901320685665
35.0,72.0,21.0,34.03619494,64.28791388,7.741418772,66.85510868,Blackgram,7.346655163176539,0.5091038756338309
33.0,143.0,204.0,21.1316077,91.95769858,5.814434775,122.5391946,Apple,6.68586094706836,0.1724477443095217
34.0,80.0,19.0,31.49338309,63.0563645,6.521217963,71.48327008,Blackgram,5.5254529391317835,0.44056998302328226
9.0,51.0,19.0,27.04453473,49.32609633,5.49091063,48.25207759,MothBeans,9.19023970026918,0.5604843578797527
96.0,18.0,50.0,25.3310446,84.30533791,6.904241707,41.53218699,Watermelon,8.490233009833455,0.6099135737783324
112.0,87.0,48.0,27.19711623,77.3970629,6.200111068,99.46950465,Banana,7.601402334583733,0.2734216514193306
81.0,6.0,55.0,24.88910524,85.87059083,6.110142735,51.70699144,Watermelon,7.523481312573497,0.4813489344872723
24.0,38.0,22.0,24.47876451,58.51663927,8.202706015,34.96933295,MothBeans,8.412054873292933,0.7000066183132594
72.0,45.0,35.0,25.42977518,82.94682591,5.758506323,195.3574542,Rice,7.313886831633462,0.13017048815892224
37.0,10.0,32.0,28.96318258,95.16333673,6.165084855,222.803013,Coconut,7.509883061154913,0.1299945731824554
12.0,31.0,26.0,35.7877738,51.94190321,5.395275719,100.2160615,Mango,6.90875477931522,0.35710616901891457
6.0,123.0,203.0,12.7567962,81.62497448,6.130310493,66.77844567,Grapes,6.255750041753367,0.19103164307133064
29.0,22.0,40.0,23.62600218,89.73266695,6.145104401,107.6836871,Pomegranate,6.90875477931522,0.21940186869591302
32.0,79.0,15.0,23.90910104,20.74619325,5.706198621,81.60211243,KidneyBeans,7.972810784121404,0.2929961042072258
39.0,143.0,201.0,36.73126647,80.58931938,5.775600435,72.24230804,Grapes,6.398594934535208,0.5084453620249472
60.0,37.0,39.0,26.59104992,82.94164078,6.033485257,161.2469997,Jute,5.993961427306569,0.16490880430534244
67.0,58.0,39.0,25.2827223,80.54372813,5.453592032,220.1156708,Rice,8.497194544909547,0.11486107375709566
100.0,52.0,19.0,23.45969093,82.44777468,7.903528673,93.50153555,Cotton,7.044032897274685,0.2509016647640605
34.0,35.0,21.0,28.44524991,82.67639542,6.684381357,58.18713162,MungBean,8.160803920954665,0.48885808791671487
29.0,76.0,15.0,28.5417236,64.2020154,7.025607706,69.68862306,Blackgram,8.006700845440367,0.4095607337704284
16.0,75.0,21.0,18.50692825,23.61670065,5.679224346,87.0513289,KidneyBeans,7.00397413672268,0.21259788313092626
69.0,55.0,38.0,22.70883798,82.63941394,5.70080568,267.9761948,Rice,8.922791623969637,0.08474199731099614
31.0,143.0,202.0,11.82768186,80.55557235,5.870600622,68.23963161,Grapes,5.771441123130016,0.17332569914597087
29.0,140.0,195.0,23.64082979,90.95257927,5.560521058,116.7431319,Apple,6.398594934535208,0.20250296015893485
15.0,11.0,38.0,23.12808226,92.68328358,6.630646083,109.3930157,Pomegranate,9.61587214452889,0.21142192771531557
20.0,74.0,16.0,36.04353699,43.61444121,4.759490199,159.8938645,PigeonPeas,8.657129031713755,0.22542163891314154
68.0,40.0,19.0,26.14384005,66.20569924,6.655426355,107.2361366,Maize,6.621405651764134,0.24379692216142404
76.0,48.0,18.0,19.29563411,69.63481219,5.77597783,83.21030571,Maize,8.594339400592892,0.23188995573371873
11.0,143.0,197.0,22.98458907,93.3204487,5.875718516,122.1952483,Apple,6.90875477931522,0.1880972409965554
24.0,73.0,20.0,19.63736208,32.31528909,4.608695247,176.4134092,PigeonPeas,9.975854724662028,0.11131445261410919
10.0,9.0,28.0,29.01256899,94.01014388,6.282955073,150.0500312,Coconut,6.7464121285733745,0.19335263549126452
23.0,55.0,16.0,21.01142393,69.69141302,5.111488821,185.2039114,PigeonPeas,7.496097345175956,0.11345021695295306
65.0,62.0,51.0,31.53243779,90.87394933,6.511624841,207.0735119,Papaya,6.066108090103747,0.1522765393755667
68.0,52.0,49.0,24.42561272,92.27749066,6.577192175,63.35298768,Papaya,6.878326468291325,0.38554792142589794
37.0,55.0,82.0,19.45591848,18.02235902,8.423873703,78.44910564,ChickPea,8.35490952835879,0.24800688699757029
16.0,29.0,13.0,32.31944397,93.67804556,6.196907944,117.6236473,Orange,7.048386408721883,0.27476995237888957
84.0,50.0,44.0,25.48591986,81.40633547,5.935344406,182.6549356,Rice,9.928228944424575,0.13953041988647305
22.0,17.0,8.0,24.12188673,90.72351622,6.945562889,102.835632,Orange,7.0909098220799835,0.23456739904758234
38.0,60.0,20.0,29.84823072,60.63872613,7.491217102,46.80452595,Lentil,7.313886831633462,0.6377210346176531
4.0,40.0,26.0,27.58258929,48.56916221,6.720041791,95.8445641,Mango,7.313886831633462,0.2877845973439213
92.0,85.0,51.0,29.22118628,81.08183635,5.740764682,108.8616474,Banana,7.280008252884188,0.26842498690053584
105.0,88.0,54.0,25.78749808,84.51194224,6.020445317,114.2005455,Banana,6.68586094706836,0.2258088870314714
90.0,40.0,39.0,25.72668885,81.86171563,6.626503893,191.9649389,Jute,6.68586094706836,0.13401764403478691
32.0,138.0,197.0,11.82768186,80.73112694,5.908724337,69.44115171,Grapes,8.699681400989514,0.17032669486375276
70.0,50.0,53.0,37.4620912,90.44967809,6.933809743,172.3458448,Papaya,8.085178748074537,0.21736579284113
3.0,141.0,197.0,21.98141856,91.12719303,6.142803397,115.4789148,Apple,8.11701408773731,0.19035006170751184
28.0,143.0,202.0,19.2077707,82.9042841,6.484323189,66.83113717,Grapes,9.143238568435446,0.28740750959042716
81.0,18.0,50.0,26.80750629,88.22874955,6.429788073,58.79889057,Watermelon,7.353081920515432,0.4559185730473352
118.0,50.0,19.0,22.95604064,82.33733678,6.360812227,66.48339303,Cotton,6.329720905522696,0.3452898474388696
24.0,80.0,22.0,16.71170642,19.17651433,5.635993966,96.77285817,KidneyBeans,9.90353755128617,0.17269001592280964
101.0,13.0,54.0,25.42900869,82.91481799,6.828982708,56.34144589,Watermelon,7.576097340623111,0.4513375239807255
2.0,67.0,18.0,34.51934775,47.52980027,5.921666758,129.0064612,PigeonPeas,7.824445930877619,0.2675784408488543
14.0,67.0,25.0,25.28710601,60.85993533,7.241151936,49.37369982,Lentil,7.601402334583733,0.51215740560393
106.0,16.0,54.0,28.96017885,91.69532178,6.585872508,24.7458198,Muskmelon,6.478509642208569,1.170305897010409
107.0,71.0,55.0,29.42017919,83.96754496,6.088064451,117.229079,Banana,6.90875477931522,0.2509631521330162
2.0,78.0,23.0,21.31852148,66.43934593,7.320514721,45.42616802,Lentil,8.188966863648876,0.469300458403645
32.0,141.0,203.0,21.25941052,92.84416234,5.821347769,109.0658471,Apple,6.111467339502679,0.1949227103014063
34.0,60.0,23.0,20.12574053,24.96969858,5.659254981,100.0497183,KidneyBeans,7.409136443920128,0.20115739324363924
12.0,37.0,30.0,31.09779147,47.41196659,4.603563116,90.28624348,Mango,5.860786223465865,0.3444355448617636
81.0,49.0,20.0,18.04185513,60.61494304,5.513697923,104.2321615,Maize,7.409136443920128,0.17309297695288675
16.0,8.0,9.0,24.60297538,91.28408653,7.601189843,111.2948115,Orange,7.0909098220799835,0.2210612969840862
15.0,27.0,28.0,33.80398664,46.12866113,4.603563116,90.82549241,Mango,6.803505257608338,0.3721861092002875
39.0,29.0,29.0,26.50908611,94.48414544,6.143662699,199.8778403,Coconut,6.53813982376767,0.13262643857310946
82.0,43.0,38.0,23.28617173,81.43321641,5.105588355,242.3170629,Rice,10.010142230404668,0.09609794477679359
18.0,12.0,8.0,12.59093977,91.81668769,6.206053072,119.3916718,Orange,6.55250788703459,0.10545911267611055
85.0,35.0,32.0,26.24928198,54.28617819,6.854011265,133.1120232,Coffee,6.175867270105761,0.1971969274224661
113.0,37.0,20.0,25.03300222,79.04368718,7.393441155,97.10087029,Cotton,8.03947991910045,0.2578040973542129
6.0,63.0,23.0,26.01630259,49.94704718,5.906596905,160.3337447,PigeonPeas,7.650168700845001,0.1622634251888546
44.0,63.0,15.0,26.42333018,64.51136845,7.338929556,63.46546487,Blackgram,8.160803920954665,0.4163418676592226
99.0,6.0,46.0,28.61475136,94.22253035,6.39637861,28.98574189,Muskmelon,8.131824785007195,0.9872009299855112
7.0,60.0,25.0,28.2753171,82.76020821,6.397636709,56.04995423,MungBean,7.741099090035366,0.5044663726026978
116.0,23.0,25.0,23.4123707,52.26994674,6.869720196,139.3670753,Coffee,6.814542897259958,0.16799068680979984
95.0,52.0,36.0,26.22916897,83.83625819,5.543360238,267.9761948,Rice,8.071218539969863,0.09787872758099636
88.0,17.0,52.0,29.90415889,90.75284363,6.646962425,25.37828397,Muskmelon,7.095064377287131,1.1783365224207725
32.0,55.0,52.0,37.58899717,91.99740365,6.9677596,159.6577388,Papaya,7.696667081526462,0.23543485865556832
34.0,68.0,51.0,27.34734861,94.17756725,6.687088098,40.35153141,Papaya,6.85751406254539,0.6777276511603584
2.0,47.0,15.0,29.86860065,85.99127934,6.401455706,58.41394143,MungBean,7.783640596221253,0.5113265757058971
33.0,120.0,204.0,35.12158265,82.26890793,5.550832178,69.71518491,Grapes,7.937731775260109,0.5037866956862115
31.0,20.0,30.0,32.17752026,54.01352682,6.207495815,91.88766069,Mango,5.993961427306569,0.3501832565425186
40.0,51.0,17.0,28.66086349,86.12194568,6.860602782,50.01534317,MungBean,8.294299608857235,0.5730414242456069
25.0,68.0,77.0,20.09340593,15.22538951,7.701446446,85.74904898,ChickPea,7.972810784121404,0.23432803240002442
92.0,44.0,16.0,18.87751445,65.76816093,6.082973754,94.76189431,Maize,7.111512116496157,0.19920997343354924
26.0,35.0,31.0,33.44619894,53.05980465,5.339556562,98.05089394,Mango,6.7464121285733745,0.34111059667702304
11.0,10.0,45.0,22.63045168,88.45577158,6.397995609,109.0357597,Pomegranate,7.170888478512505,0.20755073143150204
3.0,9.0,35.0,26.91641934,96.96637916,6.318552973,225.6323656,Coconut,8.669227347271736,0.11929325505776227
21.0,21.0,30.0,27.69819273,51.41593238,5.403908328,100.7720705,Mango,7.313886831633462,0.2748598157189933
76.0,39.0,24.0,24.2547451,55.64709899,6.995843776,64.23845455,Maize,8.101980731853192,0.37757360861391187
3.0,23.0,30.0,29.70143197,95.65754365,6.078807239,215.1968037,Coconut,8.768885326134862,0.13801985651248685
40.0,45.0,18.0,30.43683729,55.20522037,5.261285926,30.92014047,MothBeans,7.901377353792616,0.9843693080789004
100.0,76.0,45.0,25.56703012,75.94067692,5.590236025,102.7867717,Banana,6.90875477931522,0.24873852631673432
29.0,17.0,29.0,29.20394909,95.66997327,5.959493188,211.2506267,Coconut,7.467942332285852,0.13824313586577192
77.0,38.0,36.0,21.8652524,80.1923008,5.953933276,224.5550169,Rice,8.434028950155469,0.09737147136981326
28.0,75.0,21.0,24.7741949,50.54621094,6.007508163,114.2821387,PigeonPeas,8.343077871169383,0.21678098764730408
114.0,27.0,28.0,24.99451759,57.93250202,7.162802357,192.8736822,Coffee,8.071218539969863,0.1295900887233857
37.0,78.0,79.0,19.95264829,15.22538951,7.786366322,88.6810311,ChickPea,7.208600337960199,0.22499341787366822
23.0,7.0,34.0,26.1055118,91.52421214,5.852038202,134.1279669,Coconut,8.061802274538348,0.1946313837554611
34.0,56.0,17.0,33.4126864,35.42910045,4.603563116,139.6702541,PigeonPeas,8.03947991910045,0.23922550018191557
57.0,64.0,55.0,26.68386496,92.9585411,6.583760499,62.50689682,Papaya,8.131824785007195,0.42689473183370635
111.0,15.0,54.0,27.7058373,92.91185695,6.194090172,22.06207161,Muskmelon,7.601402334583733,1.2558130431814816
9.0,35.0,20.0,27.41503453,80.98004661,6.91380932,40.53173216,MungBean,8.160803920954665,0.6763844785861763
92.0,35.0,40.0,22.17931888,80.33127223,6.357389366,200.0882787,Rice,8.31898612539206,0.11084766695477362
86.0,26.0,27.0,27.13140403,52.89368299,6.081172981,192.4280381,Coffee,8.24301946898925,0.14099506650112256
52.0,71.0,16.0,27.74274761,68.53997144,7.075886472,71.78615328,Blackgram,7.00397413672268,0.3864637724482256
29.0,21.0,45.0,23.40981539,93.13277,6.749260456,105.2240743,Pomegranate,6.2166061010848646,0.22247585016554755
14.0,139.0,197.0,21.72484506,92.83975602,6.056529526,121.6961761,Apple,7.8826922062890254,0.17851707222388913
107.0,6.0,52.0,26.6634609,89.98405233,6.881425746,57.40847165,Watermelon,5.3981627015177525,0.4644516763643103
27.0,62.0,77.0,18.19737048,15.22538951,6.576415562,70.18185181,ChickPea,6.398594934535208,0.2592888333393082
115.0,11.0,46.0,24.41592661,89.39655519,6.623167177,40.32161859,Watermelon,7.2633296174768365,0.6055294270850525
95.0,88.0,52.0,28.00316034,78.90085998,6.235461772,94.68180316,Banana,6.2166061010848646,0.29576074179449957
87.0,28.0,30.0,25.60153969,68.66257977,6.536676653,168.8383605,Coffee,6.803505257608338,0.15163342982404562
101.0,33.0,33.0,26.97251562,62.0183627,6.908671379,142.8610793,Coffee,7.0909098220799835,0.18880240685758262
21.0,63.0,17.0,15.77370214,19.2303162,5.979973965,108.3441414,KidneyBeans,8.612685172875459,0.14558887942365578
22.0,55.0,24.0,28.56800579,57.30636014,8.66077954,64.53027638,MothBeans,7.741099090035366,0.4427070111608428
119.0,9.0,50.0,26.74550678,83.9195902,6.251286661,40.794305,Watermelon,7.346655163176539,0.6556186402352929
56.0,79.0,15.0,29.48439992,63.19915325,7.454532137,71.89090748,Blackgram,7.601402334583733,0.41012696806061705
94.0,91.0,51.0,29.16093424,76.67484233,5.618094446,109.575944,Banana,6.68586094706836,0.2661253298200082
121.0,45.0,22.0,22.45942937,81.30681027,6.443785385,64.23026638,Cotton,6.792344427470809,0.34967050009770323
27.0,64.0,15.0,20.16080524,24.84207559,5.514927264,138.2362122,KidneyBeans,7.771067086065406,0.1458431543926633
74.0,58.0,18.0,20.03728219,56.35606753,6.727303282,109.024141,Maize,8.054522609537294,0.18378757222367956
117.0,24.0,53.0,29.17220859,92.21405224,6.293486295,21.90440445,Muskmelon,8.17188200612782,1.33179647240681
15.0,9.0,11.0,11.82768186,94.14861001,7.907956251,108.8289171,Orange,8.585038738311304,0.1086814256182026
3.0,27.0,44.0,24.56811204,92.03009222,6.591302797,110.9633894,Pomegranate,7.824445930877619,0.22140736841791106
95.0,38.0,22.0,19.84939404,61.24500053,5.730617109,100.7689246,Maize,7.601402334583733,0.19697931794769005
109.0,26.0,45.0,28.27973674,90.38971208,6.224535449,21.90440445,Muskmelon,7.615791072035833,1.291052527433106
36.0,133.0,198.0,25.51939719,83.98351748,6.2286454,69.17281221,Grapes,5.993961427306569,0.36892236083791247
49.0,61.0,45.0,32.76795887,94.57377401,6.764213299,240.4795923,Papaya,6.154858094016418,0.13626087168244666
81.0,30.0,48.0,28.52379742,92.09688432,6.041027474,29.86681385,Muskmelon,9.228376734462282,0.9550331533087072
39.0,28.0,10.0,31.34920143,91.48247612,7.181907673,109.1549823,Orange,7.313886831633462,0.2871989969360108
84.0,21.0,55.0,28.47090661,94.79453182,6.494251024,21.90440445,Muskmelon,7.875119281040293,1.2997799900011524
61.0,41.0,35.0,24.97178693,79.47557931,6.842966479,195.7571622,Jute,6.311734809152915,0.12756512532201159
15.0,140.0,195.0,13.28504331,83.54193816,5.69945282,65.80006004,Grapes,7.901377353792616,0.2019001699984011
75.0,36.0,44.0,23.28081,74.27607475,6.613341343,153.7447398,Jute,6.621405651764134,0.15142508308753044
90.0,50.0,44.0,26.91643698,73.48655995,6.253408852,171.4716375,Jute,7.824445930877619,0.15697311445124718
91.0,25.0,26.0,24.53460016,66.99765375,7.482414225,180.5059257,Coffee,8.188966863648876,0.13592130044205405
107.0,45.0,25.0,23.0865933,83.55546146,7.227745516,71.84080724,Cotton,6.68586094706836,0.3213576542877725
5.0,24.0,40.0,24.692258,93.87030088,6.297907579,104.6735454,Pomegranate,7.824445930877619,0.2358977896782029
111.0,40.0,25.0,24.484692,84.44932014,6.187455799,90.94342484,Cotton,7.8636512654486515,0.2692299310300276
0.0,65.0,15.0,23.46168338,23.22197648,5.645435626,95.84253438,KidneyBeans,8.639587799629844,0.2447940627752008
24.0,27.0,9.0,18.86883219,93.24688124,6.157135092,119.3936976,Orange,6.2166061010848646,0.15803876224384236
105.0,18.0,35.0,23.52648086,68.44030686,6.743417121,171.8839938,Coffee,7.484930283289661,0.1368741808850805
32.0,68.0,19.0,24.62835037,18.18325169,5.514234138,149.7441028,KidneyBeans,7.170888478512505,0.16446958449675456
24.0,131.0,196.0,22.03296178,83.74372787,5.732453638,65.34440794,Grapes,6.803505257608338,0.3371820553773952
11.0,132.0,197.0,15.99050693,81.23966573,5.734317007,74.40198861,Grapes,6.55250788703459,0.21492042385681062
57.0,68.0,81.0,17.17012591,17.30457712,8.081095263,72.78624223,ChickPea,6.621405651764134,0.2358979579325512
35.0,18.0,26.0,31.99490489,50.84881347,5.279388967,97.38741498,Mango,7.601402334583733,0.3285322327662699
4.0,19.0,42.0,23.83185873,87.84034604,6.306605528,111.2232716,Pomegranate,6.90875477931522,0.21427043446056387
36.0,54.0,46.0,40.78881819,94.94482086,6.662875839,214.4103848,Papaya,6.55250788703459,0.19023713905529835
28.0,80.0,17.0,19.62207826,18.67170854,5.809419584,144.1567454,KidneyBeans,8.77971129020447,0.13611626847007627
97.0,29.0,27.0,27.74576987,54.36976075,7.205078785,139.8619431,Coffee,8.071218539969863,0.19837969681415218
14.0,25.0,40.0,20.07386547,90.97819712,6.407872061,103.7084055,Pomegranate,8.343077871169383,0.19356064121595618
40.0,58.0,15.0,29.46416042,87.60890009,6.978400282,43.15411472,MungBean,7.00397413672268,0.6827659564875054
63.0,50.0,52.0,28.64555584,93.22642604,6.751747609,115.8163936,Papaya,7.170888478512505,0.24733593360246578
37.0,56.0,25.0,22.05592283,19.60379304,5.774755144,126.7265372,KidneyBeans,7.1316985104669115,0.1740434427988108
38.0,38.0,18.0,26.31051759,61.18749126,6.294130313,35.73403813,MothBeans,7.550135342488429,0.7362872756479348
8.0,28.0,30.0,25.51618488,94.33465411,6.015672239,135.1272491,Coconut,7.566828479208331,0.1888307876320979
9.0,60.0,21.0,29.94413861,67.31323084,7.52178027,40.37113729,Lentil,1.6094379124341003,0.7417214528162426
32.0,13.0,42.0,23.50128217,92.97527546,5.786058032,106.61905,Pomegranate,7.313886831633462,0.22042291849154322
4.0,20.0,25.0,28.93270187,47.94053996,5.664587011,99.9834242,Mango,6.55250788703459,0.2893749848898079
27.0,80.0,24.0,28.42062847,61.77336343,7.815210661,49.02366803,Lentil,5.707110264748875,0.5797328026701447
29.0,67.0,21.0,29.79181107,63.38789228,6.621323612,63.02169909,Blackgram,7.438971592395862,0.4727230699179928
101.0,75.0,50.0,26.59386409,81.40740301,6.242528278,109.9825551,Banana,7.313886831633462,0.2418007479768216
92.0,20.0,55.0,25.10474753,87.5267616,6.587791262,59.26519444,Watermelon,7.550135342488429,0.42360018832267576
106.0,85.0,53.0,27.1994597,78.8086068,5.91505509,99.72430835,Banana,9.105090961257085,0.2727465363992423
119.0,19.0,55.0,25.18780042,83.44621709,6.818261383,46.87420883,Watermelon,7.409136443920128,0.5373488117095653
13.0,6.0,8.0,23.85340379,90.10522549,7.474710503,103.923226,Orange,6.2166061010848646,0.2295290928295924
94.0,39.0,18.0,23.89114571,57.48775781,5.893093135,102.8301942,Maize,7.550135342488429,0.23233589991291337
40.0,61.0,22.0,20.94981756,65.8108757,7.002216044,44.23913012,Lentil,8.160803920954665,0.4735585328743443
108.0,89.0,53.0,29.55054817,78.06762846,5.808497604,99.34482238,Banana,7.0909098220799835,0.297454335908849
22.0,71.0,17.0,18.15300153,19.38602098,5.509295379,107.6907964,KidneyBeans,8.748463629942055,0.1685659511782972
52.0,51.0,53.0,38.38231475,93.10378595,6.985804083,210.2735346,Papaya,7.509883061154913,0.18253516697281336
6.0,47.0,18.0,29.16174608,80.28038146,6.715276663,40.16545979,MungBean,6.621405651764134,0.726040389558792
22.0,11.0,29.0,28.03380598,95.01630593,5.955742971,218.0055713,Coconut,6.803505257608338,0.12859215391397694
129.0,41.0,22.0,24.29144926,81.02453404,7.810865753,90.41694635,Cotton,7.467942332285852,0.26866035890310064
20.0,27.0,41.0,20.51343484,92.51675903,5.700088663,110.5764023,Pomegranate,7.467942332285852,0.18551367571618727
69.0,64.0,47.0,40.21199348,94.50766912,6.993473247,186.6762324,Papaya,7.5126175446745105,0.21541035492767902
99.0,56.0,17.0,24.10859207,73.13112261,6.234330356,71.07562236,Maize,8.054522609537294,0.3391963554606297
102.0,46.0,19.0,22.77076388,82.5993307,6.631005298,81.49543437,Cotton,7.048386408721883,0.2794115284277598
40.0,143.0,196.0,22.71750705,92.25479855,5.987262638,107.0289866,Apple,7.67368812926773,0.21225564932965033
21.0,134.0,202.0,11.82768186,80.02130636,6.425419926,65.2982112,Grapes,7.502738210754851,0.18113332112516842
104.0,20.0,26.0,27.22783677,52.95261751,7.493191968,175.7260273,Coffee,6.68586094706836,0.15494481487347977
117.0,32.0,34.0,26.2724184,52.12739421,6.758792552,127.1752928,Coffee,7.313886831633462,0.20658429652095253
112.0,25.0,51.0,25.04746944,85.5667282,6.932537231,56.72496677,Watermelon,8.545002892055505,0.4415598785124577
90.0,48.0,45.0,24.06475727,71.31342851,6.509174789,153.6390212,Jute,6.398594934535208,0.15663180538690963
57.0,67.0,25.0,32.34744009,66.61452812,7.551364319,64.55882254,Blackgram,6.478509642208569,0.5010537493143918
2.0,24.0,34.0,28.89409382,54.80750249,6.472774648,94.76322976,Mango,8.922791623969637,0.30490828446992474
102.0,45.0,16.0,23.65629976,77.52425987,7.2942193,74.8984994,Cotton,6.089044875446846,0.3158447758813383
91.0,53.0,40.0,26.52723513,81.41753846,5.386167788,264.6148697,Rice,9.105090961257085,0.10024846736342541
4.0,6.0,8.0,23.01014302,91.11764246,6.708889665,112.6738296,Orange,7.313886831633462,0.20421905512260863
38.0,120.0,197.0,17.5438296,82.94703302,6.323722572,73.77063744,Grapes,7.388327859577107,0.23781588727480896
22.0,55.0,20.0,33.95309131,69.96100028,7.423530351,61.16350463,Blackgram,7.550135342488429,0.5551201081403565
13.0,57.0,25.0,28.30041493,86.20681554,6.86308576,50.47333854,MungBean,8.160803920954665,0.5607002774735217
95.0,12.0,51.0,25.76484262,84.1726996,6.681606702,44.22066914,Watermelon,7.259116128097101,0.5826425315411583
87.0,54.0,20.0,25.61707368,63.4711755,6.576418207,108.8303762,Maize,7.496097345175956,0.23538532689227393
14.0,69.0,19.0,20.95628486,63.68128841,7.239455147,52.39881209,Lentil,2.302585092994046,0.3999381669188642
37.0,64.0,22.0,17.48189735,18.8251973,5.954665349,121.9401369,KidneyBeans,8.517393171418904,0.1433645868620175
29.0,122.0,196.0,40.78881819,81.15595212,5.638328481,73.06862952,Grapes,8.858652969548489,0.5582261286733621
94.0,50.0,37.0,25.66585205,80.66385045,6.94801983,209.5869708,Rice,8.006700845440367,0.12245919653692237
31.0,25.0,12.0,18.05142392,90.03969587,7.016482298,111.7793889,Orange,6.516193076042964,0.16149152447535958
28.0,72.0,84.0,18.72963144,19.18197264,6.481783043,71.58010169,ChickPea,6.573680166960646,0.26165974894109434
9.0,141.0,202.0,21.01245395,81.17931863,6.119495295,66.38448261,Grapes,6.803505257608338,0.3165265905630402
90.0,23.0,54.0,28.55852465,90.45773041,6.159020864,27.26588346,Muskmelon,6.133398042996649,1.0474087399890144
10.0,125.0,196.0,22.31253665,90.03577124,5.730557448,113.0688155,Apple,6.957497370876951,0.19733590158664607
1.0,67.0,21.0,27.52135365,60.53657684,6.551577598,48.06491307,Lentil,8.434028950155469,0.5725871927447995
31.0,35.0,23.0,30.30260453,47.18283631,7.707595055,68.04039813,MothBeans,8.853808274977197,0.4453619519928342
33.0,47.0,17.0,24.86803974,48.27531965,8.621514073,63.9187654,MothBeans,8.071218539969863,0.3890569472123977
90.0,57.0,24.0,18.92851916,72.80086137,6.158860284,82.34162918,Maize,7.438971592395862,0.22987788007355556
53.0,65.0,76.0,20.19137759,16.41998269,8.719960893,77.33795356,ChickPea,6.478509642208569,0.2610798018042256
21.0,6.0,41.0,24.88244467,89.39686219,7.086947687,107.1951707,Pomegranate,7.438971592395862,0.23212281397746562
119.0,30.0,49.0,25.35794749,80.45846265,6.903020221,47.72078245,Watermelon,7.791935956938058,0.5313816367377309
5.0,18.0,14.0,33.1056981,93.48447453,7.434118807,119.1709113,Orange,6.478509642208569,0.27780015891530735
9.0,60.0,23.0,31.96987867,57.17377029,6.276004336,64.25520357,MothBeans,7.244941546337007,0.4975453642473698
84.0,44.0,21.0,21.869274,61.91044947,5.850439831,107.2681929,Maize,8.556606193773073,0.20387473123881864
16.0,70.0,20.0,24.80467592,40.1242747,5.6093956,121.5639121,PigeonPeas,8.412054873292933,0.2040463776581565
22.0,23.0,44.0,20.13037175,89.31505137,6.143874691,107.3416913,Pomegranate,8.853808274977197,0.1875354440975223
0.0,70.0,21.0,36.30049702,56.03021253,4.672437054,101.6073988,PigeonPeas,8.699681400989514,0.3572623396046173
12.0,142.0,203.0,31.3115978,82.56407013,5.972850838,65.01095312,Grapes,8.048468743668883,0.48163572894228085
39.0,36.0,22.0,29.34317422,60.50320928,8.736337905,34.03335472,MothBeans,7.824445930877619,0.862188710245903
20.0,73.0,22.0,16.03768615,22.33195853,5.976312538,130.3900798,KidneyBeans,7.244941546337007,0.12299774778395389
15.0,45.0,23.0,24.20422636,61.43378674,7.224193642,46.0203959,MothBeans,7.244941546337007,0.5259456352208509
80.0,45.0,42.0,23.1426498,74.99739774,7.380396262,151.9035477,Jute,6.55250788703459,0.15235094998690732
16.0,143.0,197.0,22.61711614,93.51978375,5.90402645,116.9256766,Apple,7.456454555176209,0.193431560934544
110.0,39.0,25.0,22.60612115,77.34264002,7.208795456,75.13617229,Cotton,7.552762084214147,0.3008686822605149
4.0,80.0,16.0,29.19585548,68.01965728,7.441976825,44.93261911,Lentil,7.244941546337007,0.6497697230163154
89.0,25.0,34.0,23.07895447,63.65861483,7.184801627,129.8765443,Coffee,7.601402334583733,0.17769917264593407
90.0,92.0,55.0,27.00932084,80.18546798,6.13465588,97.32531705,Banana,6.68586094706836,0.2775158782513809
36.0,128.0,204.0,25.23542319,80.68700527,5.695792761,67.03840888,Grapes,7.783640596221253,0.376432311086135
14.0,41.0,17.0,29.12939524,88.48312598,7.085982325,36.45012824,MungBean,8.268988209506656,0.7991575513866677
32.0,55.0,51.0,29.60718808,93.15642801,6.57398033,62.68710535,Papaya,8.434028950155469,0.4723010882377102
74.0,48.0,17.0,21.63162756,60.27766379,6.430616465,69.21803098,Maize,8.231109840328154,0.31251434417608825
